DATE,YEAR,DIST,LOCATION,R,S,L,AGE
11/08/2005,2005,22,1900 N. 31st St.,B,M,N,25
11/08/2005,2005,35,4900 Smedley St.,B,M,N,21
11/09/2005,2005,25,Allegheny & Germantown Aves.,B,M,N,26
11/09/2005,2005,25,Allegheny & Germantown Aves.,B,M,N,26
11/09/2005,2005,23,1400 Dover St.,B,M,N,21
11/10/2005,2005,19,106 Millick St.,B,M,N,16
11/10/2005,2005,06,816 N. 12th St.,B,M,N,20
11/10/2005,2005,23,1400 W. Jefferson St.,W,M,N,22
11/10/2005,2005,24,1300 E. Luzerne St.,W,M,Y,20
11/10/2005,2005,25,13th & W. Somerset Sts.,B,M,N,17
11/10/2005,2005,03,700 S. 4th St.,B,M,N,22
11/10/2005,2005,16,4007 Powelton Ave.,B,M,N,29
11/10/2005,2005,01,1800 S. Ringgold St.,B,M,N,16
11/11/2005,2005,12,5500 Woodland Ave.,B,M,N,27
11/11/2005,2005,12,6500 Elmwood  Ave.,B,F,N,21
11/11/2005,2005,17,1500 Ellsworth St.,B,M,N,38
11/11/2005,2005,16,882 N. Fallon St.,B,M,N,26
11/12/2005,2005,35,2100 Chelten Ave.,B,M,N,26
11/12/2005,2005,12,5628 Whitby Ave.,B,M,N,35
11/12/2005,2005,24,4000 Maywood St.,W,M,Y,16
11/12/2005,2005,12,1610 S. Yewdall St.,B,M,N,20
11/12/2005,2005,16,4200 Brooklyn  Ave.,B,M,N,18
11/13/2005,2005,39,4100 Germantown Ave.,B,M,N,32
11/13/2005,2005,17,1300 Schuylkill Ave.,B,F,N,24
11/13/2005,2005,14,1910 W. Cheltenham Ave.,B,M,N,28
11/13/2005,2005,17,2500 Washington Ave.,B,M,N,21
11/14/2005,2005,06,600 N. 7th St.,W,M,Y,19
11/14/2005,2005,01,2000 S. 20th St.,B,M,N,19
11/14/2005,2005,22,2300 Diamond St.,B,M,N,19
11/14/2005,2005,22,2300 Diamond St.,B,M,N,17
11/14/2005,2005,16,700 N. 37th St.,B,M,N,36
11/15/2005,2005,35,1435 69th St.,B,M,N,32
11/15/2005,2005,12,6008 Buist Ave.,B,M,N,22
11/15/2005,2005,24,3451 Braddock St.,B,M,N,41
11/16/2005,2005,26,800 W. Susquehanna St.,B,M,N,18
11/17/2005,2005,23,1400 N. 19th St.,B,M,N,26
11/17/2005,2005,14,5427 Wayne Ave.,B,M,N,18
11/17/2005,2005,25,1100 W. Wingohocking St.,B,M,N,24
11/17/2005,2005,39,1700 Pike St.,B,M,N,39
11/17/2005,2005,23,19th & Jefferson Sts.,B,F,N,48
11/17/2005,2005,39,2600 Somerset St.,B,M,N,18
11/17/2005,2005,17,1500 S. 13th St.,B,M,N,22
11/18/2005,2005,17,1000 S. 18th St.,B,M,N,21
11/18/2005,2005,39,17th St.&Allegheny Ave.,W,M,N,24
11/18/2005,2005,14,1930 E. Washington La.,B,M,N,19
11/18/2005,2005,35,4901 Stenton Ave.,B,M,N,40
11/18/2005,2005,22,1847 Judson St.,B,M,N,36
11/19/2005,2005,17,1700 S. 19th St.,B,M,N,18
11/19/2005,2005,35,1700 Medary Ave.,B,M,N,41
11/19/2005,2005,18,4840 Pine St.,B,M,N,31
11/19/2005,2005,17,1700 S. 19th St.,B,M,N,21
11/19/2005,2005,25,3200 Hurley St.,B,M,N,18
11/19/2005,2005,19,6617 Haddington Ave.,B,M,N,16
11/19/2005,2005,03,1314 Hancock St.,W,M,N,41
11/20/2005,2005,25,3700 N. 5th St.,W,M,Y,41
11/20/2005,2005,15,1701 Meadow St.,B,M,N,15
11/20/2005,2005,08,4519 Tolbut St.,B,M,N,21
11/20/2005,2005,14,368 Wister St.,W,M,Y,43
11/20/2005,2005,15,1701 Meadow St.,B,F,N,15
11/21/2005,2005,35,1100 Olney Ave.,B,M,N,26
11/21/2005,2005,16,52nd & Market Sts.,B,M,N,38
11/21/2005,2005,26,2400 N. Front St.,W,M,Y,34
11/21/2005,2005,12,7200 Dicks Ave.,B,M,N,25
11/22/2005,2005,25,800 W. Pike St.,W,M,N,46
11/22/2005,2005,22,2000 Diamond St.,B,M,N,18
11/22/2005,2005,07,549 Avon St.,B,M,N,18
11/22/2005,2005,14,62 W. Sharpnak St.,B,F,N,20
11/22/2005,2005,14,Upsal & Greene Sts.,B,M,N,32
11/23/2005,2005,17,1267 S. 23rd St.,B,M,N,16
11/23/2005,2005,22,1200 Susquehanna St.,B,M,N,19
11/23/2005,2005,22,2837 W. Ridge Ave.,B,M,N,23
11/23/2005,2005,35,312 Spencer St.,B,M,N,20
11/23/2005,2005,15,5100 Glenloch St.,B,M,N,24
11/23/2005,2005,24,900 E. Ontatio St.,W,M,Y,23
11/23/2005,2005,22,2837 W. Ridge Ave.,B,M,N,37
11/23/2005,2005,17,1267 S. 23rd St.,B,M,N,20
11/24/2005,2005,25,3404 Tampa St.,W,M,Y,18
11/24/2005,2005,39,4175 Germantown Ave.,B,M,N,25
11/25/2005,2005,22,1100 Dauphin St.,B,M,N,49
11/25/2005,2005,24,2764 Emerald St.,W,M,Y,19
11/26/2005,2005,12,5704 Belmar Terrace,A,M,N,47
11/26/2005,2005,09,1400 Parrish St.,B,M,N,17
11/26/2005,2005,15,5528 Torresdale Ave.,W,M,Y,32
11/26/2005,2005,15,2000 Brill St.,W,M,N,24
11/26/2005,2005,35,4900 N. 13th St.,A,M,N,22
11/26/2005,2005,18,5417 Baltimore Ave.,B,M,N,25
11/27/2005,2005,39,4300 Wayne Ave.,B,M,N,22
11/27/2005,2005,18,5427 Catherine St.,B,M,N,33
11/27/2005,2005,39,2600 Roberts Ave.,B,M,N,23
11/28/2005,2005,22,2400 N. Douglas St.,B,F,N,36
11/28/2005,2005,24,"3000 ""B"" St.",B,M,N,17
11/28/2005,2005,18,5525 Walton Ave.,B,M,N,19
11/28/2005,2005,02,2020 Disston St.,B,F,N,29
11/28/2005,2005,24,"3000 ""B"" St.",B,M,N,29
11/28/2005,2005,16,832 N. 38th St.,B,M,N,16
11/28/2005,2005,24,"3000 ""B"" St.",B,M,N,19
11/29/2005,2005,25,3000 N. 8th St.,B,M,N,14
11/29/2005,2005,02,4811 Fillmore Terrace,B,M,N,42
11/29/2005,2005,16,1016 N. 46th St.,B,M,N,19
11/29/2005,2005,02,4811 Fillmore Terrace,W,F,Y,38
11/30/2005,2005,22,32nd & Page Sts.,B,F,N,30
11/30/2005,2005,26,2649 N. 9th St.,B,M,N,23
11/30/2005,2005,22,1948 N. 23rd St.,B,M,N,25
11/30/2005,2005,22,32nd & Page Sts.,B,M,N,25
11/30/2005,2005,06,549 N. 12th St.,B,M,N,30
11/30/2005,2005,17,2300 Warkins St.,B,M,N,38
12/01/2005,2005,39,3800 Germantown Ave.,B,M,N,16
12/01/2005,2005,03,203 Carpenter St.,B,M,N,30
12/01/2005,2005,12,5800 Angora Terrace,B,M,N,23
12/02/2005,2005,35,1800 W. Albanus St.,B,M,N,56
12/02/2005,2005,25,1117 W.Tioga St.,B,F,N,17
12/02/2005,2005,25,2700 Orkney St.,W,M,Y,23
12/03/2005,2005,19,17 N. Lindenwood St.,B,M,N,28
12/03/2005,2005,24,1800 E. Clementine St.,B,M,N,40
12/03/2005,2005,17,1400 Tasker St.,B,F,N,15
12/03/2005,2005,25,800 W. Erie Ave.,W,M,Y,24
12/03/2005,2005,17,1400 Tasker St.,B,F,N,15
12/03/2005,2005,19,116 N. Redfield St.,B,M,N,25
12/04/2005,2005,06,809 Willow St.,B,M,N,25
12/04/2005,2005,06,809 Willow St.,B,M,N,25
12/04/2005,2005,26,2107 Germantown Ave.,B,M,N,22
12/04/2005,2005,19,1300 N. 52nd St.,B,M,N,24
12/04/2005,2005,26,9th St. & Girard Ave.,B,M,N,20
12/04/2005,2005,22,2600 N. 22nd St.,B,M,N,18
12/05/2005,2005,25,3000 N. Marshall St.,B,M,N,23
12/05/2005,2005,24,301 E. Indiana St.,W,M,Y,27
12/05/2005,2005,12,2558 S. Dewey St.,B,M,N,24
12/05/2005,2005,14,7137 Cedar Park Ave.,B,M,N,26
12/05/2005,2005,19,127 N. 55th St.,B,M,N,48
12/06/2005,2005,22,3205 W. Diamond St.,B,M,N,21
12/06/2005,2005,22,3149 W. Fontain St.,B,M,N,64
12/06/2005,2005,12,5603 Harley Drive,B,M,N,28
12/06/2005,2005,15,1600 Benner St.,W,M,N,41
12/06/2005,2005,12,6334 Woodland Ave.,B,M,N,17
12/07/2005,2005,23,1500 N. 19th St.,B,M,N,34
12/08/2005,2005,07,920 Emerson St. E-204,B,F,N,19
12/08/2005,2005,23,1230 N. 10th St.,B,M,N,21
12/08/2005,2005,24,2057 E. Auburn St.,W,M,N,75
12/08/2005,2005,14,5844 Crittenden St.,B,M,N,23
12/08/2005,2005,14,5844 Crittenden St.,B,M,N,37
12/08/2005,2005,16,5027 Parrish St.,B,M,N,40
12/09/2005,2005,18,4300 Baltimore Ave.,B,M,N,22
12/09/2005,2005,35,4746 N. 15th St.,B,M,N,20
12/09/2005,2005,35,Broad & Louden Sts.,B,M,N,33
12/09/2005,2005,22,2535 N. 18th St.,B,M,N,25
12/09/2005,2005,35,4746 N. 15th St.,B,M,N,25
12/10/2005,2005,14,500 E. Upsal St.,B,M,N,27
12/10/2005,2005,14,500 E. Upsal St.,B,F,N,18
12/10/2005,2005,39,4800 Wayne Ave.,B,M,N,17
12/10/2005,2005,17,1622 E. Etting St.,B,M,N,14
12/10/2005,2005,14,500 E. Upsal St.,B,M,N,38
12/11/2005,2005,22,2643 W. Sergeant St.,B,M,N,29
12/11/2005,2005,15,4300 Frankford Ave.,W,M,N,31
12/11/2005,2005,26,2366 N. 4th St.,W,M,Y,25
12/11/2005,2005,22,2643 W. Sergeant St.,B,M,N,27
12/11/2005,2005,25,600 E. Cornwall St.,W,M,Y,19
12/12/2005,2005,16,750 Brooklyn St.,B,M,N,39
12/12/2005,2005,24,"4600 ""G"" St.",B,M,N,24
12/12/2005,2005,26,900 N. Canal St.,B,M,N,20
12/12/2005,2005,25,200 E. Tioga St.,B,M,N,42
12/12/2005,2005,25,431 E. Wyoming Ave.,W,M,Y,37
12/12/2005,2005,25,2810 N. Hope St.,W,M,Y,20
12/13/2005,2005,14,8313 Michener St.,B,M,N,43
12/13/2005,2005,15,1719 Dyre St.,B,M,N,17
12/13/2005,2005,22,1954 Crosky St.,B,M,N,44
12/13/2005,2005,15,1719 Dyre St.,B,M,N,23
12/13/2005,2005,25,3707 Germantown Ave.,B,M,N,25
12/13/2005,2005,15,1719 Dyre St.,B,M,N,19
12/14/2005,2005,15,4683 Hawthorne St.,B,M,N,28
12/14/2005,2005,35,900 W. Rockland St.,B,M,N,18
12/14/2005,2005,22,2200 W. York St.,B,M,N,24
12/15/2005,2005,22,27th & Huntingdon Sts.,B,M,N,58
12/15/2005,2005,39,3534 N. 17th St.,B,M,N,49
12/15/2005,2005,39,3534 N. 17th St.,B,M,N,36
12/16/2005,2005,06,146 N. 13th St.,W,F,N,19
12/16/2005,2005,39,5450 Wissahickon Ave.,B,M,N,18
12/16/2005,2005,15,Granite& Duffield Sts.,B,M,N,15
12/16/2005,2005,24,3215 Potter St.,W,M,Y,25
12/17/2005,2005,35,2nd & Colonial Sts.,B,M,N,23
12/17/2005,2005,26,2460 Germantown Ave.,B,M,N,52
12/17/2005,2005,19,1400 N. Allison St.,B,M,N,22
12/18/2005,2005,35,15th St. & 70th Ave.,B,M,N,42
12/18/2005,2005,19,645 N. 54th St.,B,M,N,28
12/18/2005,2005,25,2929 N. Franklin St.,W,F,Y,38
12/18/2005,2005,23,900 Watts St.,B,M,N,22
12/18/2005,2005,12,71st & Buist Sts.,B,M,N,42
12/18/2005,2005,39,2711 N. 19th St.,B,M,N,28
12/18/2005,2005,25,600 Wingohocking St.,B,M,N,22
12/18/2005,2005,25,1000 W. Luzerne St.,B,M,N,40
12/18/2005,2005,19,5300 W. Columbia Ave.,B,M,N,23
12/19/2005,2005,14,7600 Ogontz Ave.,B,M,N,23
12/19/2005,2005,12,6800 Upland St.,W,M,N,40
12/19/2005,2005,14,Chew St.&Washington La.,B,M,N,23
12/19/2005,2005,22,1914 W. Wilt St.,B,M,N,20
12/20/2005,2005,26,9th & Berks Sts.,B,M,N,16
12/20/2005,2005,12,1951 S. Ithan St.,B,M,N,21
12/20/2005,2005,35,1428 68th St.,B,M,N,23
12/20/2005,2005,16,307 N. 52nd St.,B,M,N,18
12/20/2005,2005,15,4284 Frankford Ave.,B,M,N,19
12/20/2005,2005,22,1918 W. Susquehanna Ave.,B,M,N,37
12/21/2005,2005,25,3466 N. Phillip St.,W,M,Y,18
12/21/2005,2005,26,2600 Marshall St.,B,M,N,27
12/21/2005,2005,25,900 W. Pike St.,B,M,N,31
12/21/2005,2005,35,6600 N. Uber St.,B,M,N,36
12/21/2005,2005,39,3760 Germantown Ave.,B,M,N,31
12/22/2005,2005,04,2029 S. 7th St.,B,M,N,30
12/22/2005,2005,35,6643 N. Uber St.,W,M,N,41
12/22/2005,2005,15,Church & Tackawanna Sts.,B,M,N,18
12/23/2005,2005,14,5753 Wayne Ave.,B,F,N,18
12/23/2005,2005,22,2553 N. 33rd St.,B,M,N,22
12/23/2005,2005,22,2146 N. 22nd St.,B,M,N,18
12/23/2005,2005,39,2401 Lehigh Ave.,B,M,N,21
12/23/2005,2005,12,6500 Buist Ave.,B,M,N,17
12/24/2005,2005,12,6051 Cedarhurst St.,B,M,N,29
12/24/2005,2005,25,2916 Waterloo St.,W,M,N,36
12/25/2005,2005,18,3925 Walnut St.,B,M,N,25
12/25/2005,2005,18,5609 Walnut St.,B,M,N,16
12/26/2005,2005,12,2300 S. 71st St.,B,M,N,17
12/26/2005,2005,25,700 W. Venango St.,W,M,Y,32
12/27/2005,2005,23,1613 Newkirk St.,B,M,N,23
12/27/2005,2005,25,Palethorpe & Ontario Sts.,W,F,Y,35
12/27/2005,2005,14,1364 E. Rittenhouse St.,B,M,Y,15
12/28/2005,2005,09,16th St. & Ridge Ave.,B,M,N,21
12/28/2005,2005,23,913 N. Watts St.,B,M,N,19
12/28/2005,2005,23,1300 Cambridge St.,B,M,N,20
12/28/2005,2005,19,5900 Lansdowne Ave.,B,M,N,20
12/28/2005,2005,23,2900 W. Oxford St.,B,M,N,19
12/28/2005,2005,04,2100 S. 8th St.,B,M,N,34
12/28/2005,2005,24,2800 Water St.,W,M,Y,21
12/29/2005,2005,17,2200 Pierce St.,B,M,N,18
12/29/2005,2005,16,4800 Ogden St.,B,M,N,30
12/29/2005,2005,25,450 Wyoming Ave.,B,M,N,17
12/29/2005,2005,22,2600 N. 17th St.,B,M,N,20
12/29/2005,2005,22,2600 N. 17th St.,B,F,N,62
12/29/2005,2005,25,450 Wyoming Ave.,B,M,N,15
12/30/2005,2005,39,3528 N. 17th St.,B,M,N,42
12/30/2005,2005,17,1915 Tasker St.,B,M,N,22
12/30/2005,2005,35,196 W. Roselyn St.,B,M,N,23
12/30/2005,2005,02,623 Levick St.,W,M,N,44
12/30/2005,2005,35,Beechwood & Grange Sts.,B,M,N,25
12/30/2005,2005,24,3500 Frankford Ave.,B,M,N,27
12/30/2005,2005,12,5131 Woodland Ave.,B,M,N,14
12/31/2005,2005,24,Front St.&Allegheny Ave.,B,F,N,29
12/31/2005,2005,26,2534 Tulip St.,W,M,Y,25
12/31/2005,2005,22,2259 N. Bancroft St.,B,M,N,46
12/31/2005,2005,02,5596 Hill Creek Pl.,B,M,N,37
12/31/2005,2005,02,500 Alcott St.,B,M,N,18
12/31/2005,2005,02,5300 Tabor Rd.,B,M,N,17
12/31/2005,2005,26,3rd & Dauphin Sts.,B,M,N,29
01/01/2006,2006,19,5741 Race St.,B,M,N,40
01/01/2006,2006,15,4520 Penn St.,W,F,N,34
01/01/2006,2006,35,500 W. Olney Ave.,B,F,N,27
01/01/2006,2006,25,353 Eleanor St.,W,M,Y,18
01/01/2006,2006,15,1677 Church St.,B,M,N,20
01/01/2006,2006,25,3800 Butler St.,B,M,N,18
01/01/2006,2006,04,1818 S. 5th St.,W,M,Y,20
01/02/2006,2006,25,1330 W. Jerome St.,B,M,N,29
01/02/2006,2006,15,7425 Frankford Ave.,W,M,N,37
01/03/2006,2006,04,400 Sigel St.,W,M,N,25
01/03/2006,2006,15,7151 Gillespie St.,W,M,N,29
01/03/2006,2006,09,1900 Mt. Vernon St.,B,M,N,35
01/03/2006,2006,26,2210 E. York St.,W,M,N,40
01/03/2006,2006,25,2821 N. Broad St.,W,M,N,30
01/03/2006,2006,25,2821 N. Broad St.,W,M,N,36
01/03/2006,2006,16,430 Reno St.,B,M,N,18
01/04/2006,2006,22,2400 Myrtlewood St.,B,M,N,21
01/05/2006,2006,09,02 Franklin Town Blvd.,W,F,N,80
01/05/2006,2006,25,3600 N. 9th St.,W,M,Y,24
01/06/2006,2006,35,301 W. Roosevelt Blvd.,B,M,N,32
01/06/2006,2006,35,301 W. Roosevelt Blvd.,B,M,N,22
01/06/2006,2006,24,"""H"" & Ontario Sts.",W,M,N,18
01/06/2006,2006,04,2106 S.8th St.,B,M,N,39
01/06/2006,2006,22,2210 N. 13th St.,B,F,N,34
01/07/2006,2006,39,2900 N. 18th St.,B,M,N,19
01/07/2006,2006,06,600 N. 5th St.,B,M,N,25
01/07/2006,2006,15,6200 Bustleton Ave.,B,M,N,18
01/07/2006,2006,23,1707 W. CB Moore Ave.,B,F,N,19
01/07/2006,2006,23,1707 W. CB Moore Ave.,B,M,N,18
01/07/2006,2006,23,1707 W. CB Moore Ave.,B,M,N,24
01/07/2006,2006,35,150 E. Champlost Ave.,B,M,N,38
01/08/2006,2006,25,3101 N. Broad St.,A,M,N,26
01/08/2006,2006,16,4500 Merion Ave.,B,M,N,33
01/09/2006,2006,25,3500 Marvine St.,B,M,N,22
01/09/2006,2006,23,1600 N. 29th St.,B,M,N,19
01/09/2006,2006,12,4901 Woodland Ave.,B,M,N,28
01/09/2006,2006,24,2100 Allegheny Ave.,B,M,N,24
01/09/2006,2006,19,1540 N. 57th St.,B,M,N,17
01/09/2006,2006,22,2027 N. 18th St.,B,M,N,24
01/09/2006,2006,26,1200 N. 10th St.,B,M,N,22
01/10/2006,2006,12,1639 S. 53rd St.,B,M,N,18
01/10/2006,2006,12,1639 S. 53rd St.,B,M,N,18
01/10/2006,2006,14,413 E. Penn St.,B,M,N,44
01/10/2006,2006,12,1639 S. 53rd St.,B,M,N,17
01/10/2006,2006,18,6200 Spruce St.,B,M,N,25
01/10/2006,2006,18,6200 Spruce St.,B,M,N,24
01/11/2006,2006,15,4121 Comly St.,B,M,N,49
01/11/2006,2006,24,3354 Rand St.,B,F,N,17
01/11/2006,2006,24,3354 Rand St.,A,M,N,42
01/11/2006,2006,01,2200 Jackson St.,B,F,N,21
01/11/2006,2006,35,5800 N. 2nd St.,W,M,Y,28
01/12/2006,2006,35,824 Fisher Ave.,B,M,N,15
01/12/2006,2006,35,824 Fisher Ave.,B,M,N,16
01/12/2006,2006,24,2864 Kensington Ave.,B,M,N,21
01/12/2006,2006,35,1500 68th Ave.,B,M,N,23
01/12/2006,2006,24,2864 Kensington Ave.,B,M,N,22
01/13/2006,2006,17,1311 S. Myrtlwood St.,W,M,N,22
01/13/2006,2006,19,5400 Lancaster Ave,B,M,N,22
01/13/2006,2006,22,2200 N. Gratz St.,B,M,N,13
01/13/2006,2006,01,2500 Snyder Ave.,B,M,N,30
01/14/2006,2006,01,1800 S. 20th St.,B,M,N,15
01/14/2006,2006,19,1822 N. 54th St.,B,M,N,23
01/14/2006,2006,01,2000 Moore St.,B,F,N,17
01/14/2006,2006,09,Ridge Ave. & Francis St.,B,M,N,39
01/14/2006,2006,18,1416 S. Hanson St.,B,M,N,47
01/14/2006,2006,12,5800 Kingsessing Ave.,B,M,N,16
01/14/2006,2006,12,5800 Kingsessing Ave.,B,M,N,20
01/14/2006,2006,12,5800 Kingsessing Ave.,B,F,N,13
01/14/2006,2006,25,3559 N. 8th St.,B,M,N,38
01/15/2006,2006,18,100 S. 38th St.,A,F,N,19
01/15/2006,2006,18,100 S. 38th St.,B,M,N,24
01/15/2006,2006,17,3300 Reed St.,B,M,N,23
01/15/2006,2006,22,Corlies St. & Ridge Ave.,B,M,N,25
01/15/2006,2006,18,100 S. 38th St.,B,M,N,32
01/15/2006,2006,12,6700 Elmwood Ave.,B,M,N,18
01/16/2006,2006,14,104 E. Washington Lane,B,M,N,50
01/16/2006,2006,16,5049 Ogden St.,B,M,N,23
01/16/2006,2006,15,1552 Pratt St.,B,M,N,15
01/17/2006,2006,25,400 W. Cayuga St.,A,M,N,33
01/17/2006,2006,22,3200 Diamond St.,B,M,N,29
01/17/2006,2006,35,4933 N. 13th St.,B,M,N,41
01/17/2006,2006,12,5100 Regent St.,B,M,N,35
01/18/2006,2006,16,812 N. Brooklyn St.,B,M,N,54
01/18/2006,2006,16,812 N. Brooklyn St.,B,M,N,20
01/18/2006,2006,16,885 N. 49th St.,B,M,N,20
01/18/2006,2006,23,18th St. & Ridge Ave.,B,M,N,23
01/18/2006,2006,35,5700 N. Howard St.,W,M,N,41
01/19/2006,2006,25,4062 N. 6th St.,W,M,Y,31
01/19/2006,2006,18,6000 Market St.,B,M,N,41
01/20/2006,2006,17,2200 Pierce St.,B,M,N,24
01/20/2006,2006,19,Master & Allison Sts.,B,M,N,24
01/20/2006,2006,26,300 W. Lehigh Ave.,W,M,Y,25
01/20/2006,2006,17,1900 Christian St.,B,M,N,17
01/21/2006,2006,12,1421 S. 52nd St.,B,M,N,22
01/21/2006,2006,01,1900 Norwood St.,B,M,N,19
01/21/2006,2006,01,2701 Wolf St.,B,M,N,16
01/21/2006,2006,18,5200 Market St.,B,M,N,38
01/22/2006,2006,16,4000 Girard Ave.,B,M,N,20
01/22/2006,2006,23,23rd & Thompson Sts.,B,M,N,39
01/22/2006,2006,22,3034 W. Lehigh Ave.,B,M,N,21
01/22/2006,2006,06,121 S. 12th St.,B,M,N,22
01/23/2006,2006,12,5600 Chester Ave.,B,M,N,32
01/23/2006,2006,25,197 W. Lippincott St.,W,M,Y,35
01/23/2006,2006,17,1429 S. Etting St.,B,F,N,15
01/23/2006,2006,22,2462 N. Stanley St.,B,M,N,26
01/23/2006,2006,12,56th St. & Woodland Ave.,B,M,N,30
01/24/2006,2006,22,3201 W. Dauphin St.,B,M,N,20
01/24/2006,2006,12,2512 S. Carroll St.,B,M,N,32
01/24/2006,2006,25,4800 Bingham St.,W,M,Y,21
01/25/2006,2006,18,5624 Osage Ave.,B,M,N,22
01/25/2006,2006,17,2400 Oakford St.,B,M,N,16
01/26/2006,2006,24,"3334 ""H"" St.",B,M,N,18
01/26/2006,2006,18,284 S. 52nd St.,B,M,N,40
01/26/2006,2006,02,5800 Oxford Ave.,B,M,N,22
01/27/2006,2006,35,5857 Lawrence St.,A,M,N,19
01/27/2006,2006,04,600 Mifflin St.,W,M,N,28
01/27/2006,2006,19,5533 Oxford St.,B,M,N,19
01/27/2006,2006,14,907 E. Allens Lane,B,M,N,19
01/27/2006,2006,14,907 E. Allens Lane,B,M,N,19
01/28/2006,2006,39,4940 Wayne Ave.,B,M,N,19
01/28/2006,2006,39,4940 Wayne Ave.,B,M,N,21
01/28/2006,2006,16,4200 Penssgrove St.,B,M,N,32
01/28/2006,2006,22,2900 Westmont St.,B,M,N,06
01/28/2006,2006,19,100 Hirst St.,B,M,N,23
01/28/2006,2006,14,5500 Ardleigh St.,B,M,N,20
01/28/2006,2006,25,Franklin  & Luzerne Sts.,W,M,Y,24
01/29/2006,2006,02,6000 Large St.,B,M,N,21
01/29/2006,2006,25,4700 Ella St.,A,M,N,20
01/29/2006,2006,01,2618 Jackson St.,B,M,N,19
01/29/2006,2006,25,800 W. Lycoming Ave.,B,M,N,36
01/29/2006,2006,18,4800 Market St.,B,M,N,26
01/30/2006,2006,22,2550 N. Chadwick St.,B,M,N,40
01/30/2006,2006,22,2550 N. Chadwick St.,B,M,N,36
01/30/2006,2006,23,1500 N. 29th St.,B,M,N,16
01/30/2006,2006,19,7543 Brookhaven Rd.,B,M,N,21
01/31/2006,2006,15,4060 Frankford Ave.,B,M,N,44
02/01/2006,2006,01,2027 S. Bucknell St.,B,M,N,25
02/01/2006,2006,22,2200 W. Norris St.,B,M,N,61
02/02/2006,2006,17,2020 Annin St.,B,M,N,32
02/02/2006,2006,26,2166 N. Franklin St.,B,M,N,25
02/02/2006,2006,25,4700 Ella St.,A,M,N,18
02/02/2006,2006,19,1500 N. Robinson St.,B,M,N,22
02/02/2006,2006,26,2100 N. Howard St.,B,F,N,40
02/03/2006,2006,23,1500 Seybert St.,B,M,N,23
02/03/2006,2006,39,3900 N. Bott St.,B,M,N,21
02/03/2006,2006,19,5020 Master St.,B,M,N,25
02/03/2006,2006,39,4900 Knox St.,B,M,N,17
02/03/2006,2006,23,1731 Ridge Ave.,B,M,N,30
02/03/2006,2006,14,5910 Belfield St.,B,M,N,32
02/04/2006,2006,16,5024 Arch St.,B,M,N,42
02/04/2006,2006,23,1826 Ridge Ave.,B,M,N,28
02/04/2006,2006,15,1858 Wakeling St.,B,M,N,38
02/04/2006,2006,15,1858 Wakeling St.,B,F,N,29
02/04/2006,2006,02,5591 Hillcreek Circle,B,F,N,45
02/04/2006,2006,19,5226 Master St.,B,M,N,51
02/04/2006,2006,23,2900 Oxford St.,B,M,N,19
02/04/2006,2006,15,1546 Ruan St.,W,M,Y,23
02/05/2006,2006,12,6362 Kingsessing Ave.,B,M,N,31
02/05/2006,2006,12,2200 S. 71st St.,B,M,N,26
02/05/2006,2006,15,1858 Wakeling St.,B,M,N,18
02/05/2006,2006,26,2255 N. Hancock St.,B,M,N,39
02/05/2006,2006,25,3761 N. Broad St.,B,M,N,30
02/06/2006,2006,12,2000 S. Alden St.,B,F,N,61
02/07/2006,2006,24,2840 Kensington Ave.,B,M,N,35
02/07/2006,2006,12,2251 William Place,B,M,N,36
02/07/2006,2006,22,1023 W. York St.,B,M,N,22
02/08/2006,2006,12,5400 Lindbergh Blvd.,B,M,N,23
02/08/2006,2006,39,24th & Somerset Sts.,B,M,N,39
02/08/2006,2006,39,3728 N. Broad St.,B,M,N,16
02/09/2006,2006,25,2900 N. 3rd St.,W,M,Y,28
02/09/2006,2006,39,24th & Indiana Sts.,B,M,N,19
02/09/2006,2006,16,4900 Westminister Ave.,B,M,N,19
02/09/2006,2006,25,1300 W. Erie Ave.,B,M,N,40
02/09/2006,2006,16,4900 Westminister Ave.,B,M,N,30
02/10/2006,2006,16,3800 Mt. Vernon St.,B,M,N,41
02/10/2006,2006,04,900 Mckean St.,W,F,N,14
02/11/2006,2006,15,4700 Tackawanna St.,W,F,N,49
02/12/2006,2006,22,2449 N. 27th St.,B,M,N,21
02/12/2006,2006,17,2000 Reed St.,B,M,N,44
02/12/2006,2006,12,60th & Reinhard Sts.,B,M,N,18
02/13/2006,2006,18,5500 Walton Ave.,B,M,N,40
02/13/2006,2006,39,1801 W. Venango St.,B,M,N,21
02/13/2006,2006,39,2601 W. Selzter St.,B,M,N,36
02/13/2006,2006,39,1801 W. Venango St.,B,M,N,19
02/14/2006,2006,22,1827 N. Bailey St.,B,M,N,44
02/14/2006,2006,22,2456 N. Opal St.,B,M,N,26
02/14/2006,2006,16,4000 Brown St.,B,M,N,31
02/15/2006,2006,24,2059 E. New Orleans St.,B,M,N,20
02/16/2006,2006,12,1431 S. 58th St.,B,M,N,41
02/16/2006,2006,15,4621 Mulberry St.,B,F,N,06
02/17/2006,2006,25,300 W. Glenwood Ave.,W,M,Y,35
02/17/2006,2006,22,Jessup & Huntingdon Sts.,B,M,N,19
02/17/2006,2006,19,321 N. 55th St.,B,F,N,43
02/17/2006,2006,39,4151 Ridge Ave.,B,F,N,27
02/17/2006,2006,35,1810 W. Rockland St.,B,M,N,26
