DATE,YEAR,DIST,LOCATION,R,S,L,AGE
02/18/2006,2006,19,59th & Master Sts.,B,M,N,20
02/18/2006,2006,23,2000 Ridge Ave.,B,M,N,37
02/18/2006,2006,26,2600 N. 5th St.,W,M,Y,23
02/19/2006,2006,01,2200 Mckean St.,B,M,N,16
02/19/2006,2006,19,5251 Market St.,B,M,N,25
02/19/2006,2006,19,Haddington & FeltonSts.,B,M,N,27
02/19/2006,2006,01,1800 S. 5th St.,B,M,N,17
02/19/2006,2006,15,4700 Salem St.,B,M,N,18
02/19/2006,2006,04,2229 S. 5th St.,A,M,N,23
02/20/2006,2006,02,1813 Glendale Ave.,B,M,N,15
02/20/2006,2006,25,6th & Pike Sts.,W,M,Y,24
02/20/2006,2006,19,1701 N. Robinson St.,B,M,N,26
02/20/2006,2006,23,29th & Master Sts.,B,M,N,35
02/20/2006,2006,06,600 Spring Garden St.,B,M,N,24
02/21/2006,2006,17,1348 S. 33rd St.,B,M,N,29
02/21/2006,2006,26,119 W. Norris St.,B,M,N,32
02/21/2006,2006,19,Master & Felton Sts.,B,M,N,20
02/22/2006,2006,25,Germantown Ave.&Lindley St.,B,M,N,27
02/22/2006,2006,16,Holly & Parrish Sts.,B,M,N,20
02/22/2006,2006,03,1300 Washington Ave.,B,M,N,21
02/23/2006,2006,12,6501 Woodland Ave.,B,M,N,36
02/23/2006,2006,23,2000 CB Moore Ave.,B,M,N,31
02/23/2006,2006,23,12th & Poplar Sts.,B,M,N,25
02/23/2006,2006,25,600 W. Clearfield St.,B,M,N,28
02/24/2006,2006,15,5234 Duffield St.,B,M,N,26
02/25/2006,2006,15,1326 Unity St.,B,F,N,24
02/25/2006,2006,14,6336 Stenton Ave.,B,M,N,28
02/25/2006,2006,15,5700 Tackawanna St.,B,M,N,44
02/25/2006,2006,25,3401 N. Broad St.,B,M,N,28
02/25/2006,2006,25,3653 Germantown Ave.,B,M,N,39
02/25/2006,2006,19,5400 Wynfield St.,B,M,N,41
02/26/2006,2006,25,Broad St.&Erie Ave.,B,M,N,21
02/26/2006,2006,22,1700 W. Cumberland St.,B,M,N,20
02/26/2006,2006,22,1413 W. York St.,B,M,N,36
02/27/2006,2006,02,5800 Rising Sun Ave.,W,M,Y,23
02/28/2006,2006,14,6300 Chew Ave.,B,M,N,22
02/28/2006,2006,25,3800 N. Darien St.,B,M,N,26
03/01/2006,2006,22,1869 Bucknell St.,B,M,N,19
03/01/2006,2006,15,4220 Princeton Ave.,W,M,N,48
03/01/2006,2006,23,3031 W. Girard Ave.,B,M,N,33
03/01/2006,2006,35,2100 Nedro Ave.,B,M,N,20
03/01/2006,2006,22,2500 N. 18th St.,B,M,N,32
03/02/2006,2006,15,1700 Margaret St.,B,M,N,19
03/02/2006,2006,19,5700 Hunter St.,B,M,N,14
03/03/2006,2006,24,200 E. Cambria St.,B,M,N,22
03/04/2006,2006,26,829 W. Cumberland St.,B,M,N,25
03/04/2006,2006,25,2762 N. 2nd St.,W,M,N,28
03/04/2006,2006,17,1900 Watkins St.,B,M,N,19
03/04/2006,2006,01,1800 S. 18th St.,A,M,N,21
03/04/2006,2006,17,1900 Watkins St.,B,M,N,21
03/05/2006,2006,16,4900 Parrish St.,B,M,N,22
03/05/2006,2006,39,1800 Wingohocking St.,B,M,N,25
03/05/2006,2006,22,3300 Dauphin St.,B,M,N,49
03/05/2006,2006,22,2214 N. Gratz St.,B,M,N,23
03/06/2006,2006,19,6007 Clifford Terrace,B,M,N,27
03/06/2006,2006,17,2800 Dickenson St.,B,M,N,18
03/06/2006,2006,01,2622 Jackson St.,B,M,N,16
03/06/2006,2006,01,2115 S. Opal St.,B,M,N,25
03/06/2006,2006,39,3300 Allegheny Ave.,B,M,N,21
03/06/2006,2006,35,5900 Norwood St.,B,M,N,21
03/06/2006,2006,17,1600 Catharine St.,B,M,N,21
03/06/2006,2006,01,20th & Mckean Sts.,B,M,N,20
03/07/2006,2006,02,7500 Roosevelt Blvd.,B,M,N,42
03/07/2006,2006,39,4000 Germantown Ave.,B,M,N,22
03/07/2006,2006,22,3200 W. Cumberland St.,B,M,N,20
03/08/2006,2006,23,1232 N.Hollywood St.,B,M,N,27
03/08/2006,2006,39,1800 W. Ontario St.,B,M,N,20
03/09/2006,2006,14,600 E. Price St.,B,M,N,42
03/09/2006,2006,14,513 Ashmead St.,B,M,N,35
03/09/2006,2006,12,5400 Greenway Ave.,B,M,N,36
03/09/2006,2006,25,637 E. Thayer St.,W,M,Y,36
03/10/2006,2006,18,5000 Chestnut St.,B,M,N,21
03/10/2006,2006,39,1600 Rowan St.,B,M,N,20
03/10/2006,2006,14,5700 Greene St.,B,M,N,20
03/10/2006,2006,16,1102 N. 40th St.,B,M,N,23
03/11/2006,2006,35,299 W. Sparks St.,B,M,N,46
03/11/2006,2006,24,717 E. Clearfield St.,B,M,N,31
03/11/2006,2006,22,2037 N. 11 St. Apt C-10,B,M,N,19
03/11/2006,2006,22,2300 Sydenham St.,B,M,N,13
03/11/2006,2006,18,6000 Spruce St.,B,M,N,27
03/11/2006,2006,06,501 N. 9th St.,B,M,N,22
03/12/2006,2006,35,4508 N. Broad St.,B,M,N,30
03/12/2006,2006,16,906 N. 41st. St.,B,F,N,22
03/12/2006,2006,01,2100 S. Marston Terr.,B,M,N,18
03/12/2006,2006,26,400 W. Cumberland St.,W,M,Y,38
03/12/2006,2006,01,2100 S. Marston Terr.,B,F,N,50
03/13/2006,2006,24,3300 Braddock St.,W,M,N,40
03/13/2006,2006,14,Sheldon & Wister Sts.,B,M,N,18
03/13/2006,2006,25,4301 N. Franklin St.,B,M,N,31
03/14/2006,2006,35,6601 N. Uber St.,B,M,N,16
03/14/2006,2006,17,2300 Reed St.,B,M,N,14
03/15/2006,2006,03,200 Monroe St.,W,M,N,36
03/15/2006,2006,01,1818 S. 18th St.,B,M,N,15
03/15/2006,2006,23,1328 Newkirk St.,B,F,N,18
03/15/2006,2006,23,1328 Newkirk St.,B,M,N,21
03/15/2006,2006,24,3347 Amber St.,B,F,N,48
03/16/2006,2006,19,6152 Vine St.,B,M,N,20
03/16/2006,2006,22,32nd St.&Susquehanna Ave.,B,M,N,20
03/16/2006,2006,12,5400 Warrington Ave.,B,M,N,30
03/16/2006,2006,22,32nd St.&Susquehanna Ave.,B,M,N,25
03/16/2006,2006,04,700 Snyder Ave.,B,M,N,43
03/17/2006,2006,22,2500 W. Warnock St.,B,M,N,46
03/17/2006,2006,25,459 E. Wyoming Ave.,B,M,N,27
03/17/2006,2006,25,2801 N. 13th St.,B,M,N,21
03/17/2006,2006,35,4921 N. 8th St.,B,M,N,20
03/17/2006,2006,01,2319 Mifflin St.,B,M,N,13
03/18/2006,2006,23,1245 N. Dover St.,B,F,N,18
03/18/2006,2006,23,1245 N. Dover St.,B,M,N,38
03/18/2006,2006,17,1700 Wharton St.,B,M,N,17
03/18/2006,2006,08,8816 Cottage St.,B,M,N,51
03/18/2006,2006,22,2202 N. 20th St.,B,M,N,18
03/18/2006,2006,18,5300 Market St.,B,M,N,26
03/19/2006,2006,14,1175 E. Dorsett St.,B,M,N,26
03/20/2006,2006,24,"3134 ""E"" St.",W,M,Y,24
03/20/2006,2006,14,60 W. Pomona St.,B,M,N,19
03/21/2006,2006,22,1117 W. Daulphin St.,B,F,N,55
03/21/2006,2006,24,"3141 ""F"" St.",W,M,Y,28
03/21/2006,2006,22,1117 W. Daulphin St.,B,M,N,23
03/21/2006,2006,22,3100 Wesmont St.,B,M,N,24
03/21/2006,2006,39,3000 Clearfield St.,B,M,N,42
03/21/2006,2006,22,2500 N. Stanley St.,B,M,N,25
03/21/2006,2006,22,32nd & Gordon Sts.,B,M,N,35
03/22/2006,2006,08,8445 Frankford Ave.,W,M,N,31
03/23/2006,2006,22,2100 W. Glenwood St.,B,M,N,31
03/23/2006,2006,09,847 N. 27th St.,W,M,N,17
03/23/2006,2006,01,2000 Mckean St.,B,M,N,19
03/23/2006,2006,12,2914 Dewey St.,W,M,N,22
03/24/2006,2006,16,905 N. 50th St.,B,M,N,34
03/25/2006,2006,19,63rd & Jefferson Sts.,B,M,N,22
03/25/2006,2006,22,2700 Sedgely Ave.,B,M,N,20
03/25/2006,2006,01,2000 S. Croskey St.,A,F,N,18
03/25/2006,2006,01,2000 S. Croskey St.,B,M,N,21
03/25/2006,2006,24,3643 Frankford Ave.,B,M,N,21
03/25/2006,2006,39,1922 W. Airdrie St.,B,M,N,29
03/26/2006,2006,18,4901 Chestnut St.,B,M,N,15
03/26/2006,2006,14,1513 E.Washington Ave.,B,M,N,31
03/26/2006,2006,12,2421 S. 62nd St.,B,M,N,26
03/26/2006,2006,12,70th St.&Elmwood Ave.,B,M,N,26
03/26/2006,2006,12,2421 S. 62nd St.,B,M,N,19
03/27/2006,2006,39,3030 N. 16th St.,W,M,N,41
03/27/2006,2006,22,2300 Van Pelt St.,A,M,N,53
03/27/2006,2006,25,Broad & Pike Sts.,B,M,N,19
03/27/2006,2006,15,1825 Gillingham St.,B,F,N,20
03/28/2006,2006,24,1313 E. Airdrie St.,W,M,Y,22
03/28/2006,2006,25,3000 N. 6th St.,W,M,Y,33
03/28/2006,2006,19,01 N. Conestoga St.,B,M,N,21
03/28/2006,2006,14,Temple & Sharpnack Sts.,B,M,N,18
03/28/2006,2006,19,6049 Oxford St.,B,M,N,22
03/28/2006,2006,19,6000 Arch St.,B,M,N,17
03/28/2006,2006,25,3952 Franklin St.,B,M,N,14
03/29/2006,2006,39,4903 Knox St.,B,M,N,29
03/29/2006,2006,12,5400 Florence Ave.,B,M,N,35
03/29/2006,2006,39,1400 W. Hunting Park Ave.,B,M,N,33
03/29/2006,2006,22,2551 N. Marston St.,B,M,N,39
03/30/2006,2006,19,1621 N. Conestoga St.,B,M,N,20
03/30/2006,2006,15,1525 Arrott St.,B,M,N,10
03/30/2006,2006,15,1525 Arrott St.,B,M,Y,23
03/30/2006,2006,15,15245 Arrott St.,W,F,Y,18
03/30/2006,2006,02,7001 Castor Ave.,B,M,N,20
03/30/2006,2006,15,1525 Arrott St.,B,M,N,07
03/30/2006,2006,02,7001 Castor Ave.,B,M,N,26
03/31/2006,2006,19,4718 Merion St.,B,M,N,30
03/31/2006,2006,14,7056 Forrest Ave.,B,M,N,17
03/31/2006,2006,01,1818 S. 20th St.,B,M,N,24
03/31/2006,2006,39,4421 Wayne Ave.,B,M,N,40
03/31/2006,2006,22,1000 W. Cumberland St.,B,M,N,19
03/31/2006,2006,12,5100 Hadfield St.,B,M,N,47
04/01/2006,2006,01,22nd& Synder Ave.,B,M,N,18
04/01/2006,2006,39,2730 N. 22nd St.,B,M,N,18
04/01/2006,2006,19,56th & Appletree Sts.,B,M,N,40
04/01/2006,2006,23,1700 N. Bambrey St.,B,M,N,30
04/01/2006,2006,26,900 W.Boston St.,B,M,N,18
04/01/2006,2006,39,2800 N. Garnett St.,B,M,N,24
04/01/2006,2006,23,19th St.&C.B. Moore Ave.,B,M,N,22
04/02/2006,2006,16,4020 Lancaster Ave.,B,M,N,31
04/02/2006,2006,25,199 W. Allegheny Ave.,W,M,Y,22
04/02/2006,2006,02,6414 Rising Sun Ave.,W,M,N,36
04/02/2006,2006,08,8021 Moro St.,B,M,N,26
04/02/2006,2006,23,1545 N. Marston St.,B,M,N,29
04/04/2006,2006,17,700 S. 22nd St.,B,M,N,37
04/04/2006,2006,19,54th & Pennsgrove Sts.,B,M,N,16
04/05/2006,2006,22,2443 N. 11th St.,B,M,N,24
04/05/2006,2006,25,3300 N. Phillip St.,B,M,N,19
04/05/2006,2006,14,400 E. Haines St.,B,M,N,18
04/05/2006,2006,25,1216 W. Tioga St.,B,M,N,19
04/05/2006,2006,15,5200 Frankford Ave.,B,M,N,49
04/06/2006,2006,18,5936 Chestnut St.,B,M,N,36
04/06/2006,2006,17,1300 S. 16th St.,B,M,N,20
04/06/2006,2006,22,2700 W. Lehigh Ave.,B,M,N,22
04/06/2006,2006,23,24th & Oxford Sts.,B,M,N,20
04/06/2006,2006,17,1300 S. 16th St.,B,F,N,17
04/06/2006,2006,17,1300 S. 16th St.,B,F,N,23
04/06/2006,2006,17,1900 Federal St.,B,M,N,30
04/06/2006,2006,17,1300 S. 16th St.,B,M,N,18
04/07/2006,2006,19,143 N. 60th St.,B,M,N,22
04/07/2006,2006,25,4100 Old York Rd.,B,M,N,40
04/07/2006,2006,25,"4644 ""G"" St.",B,M,N,30
04/07/2006,2006,19,5200 Lebanon Ave.,B,M,N,25
04/07/2006,2006,19,5200 Lebanon Ave.,B,M,N,22
04/07/2006,2006,19,6035 Market St.,B,M,N,39
04/07/2006,2006,19,5471 Spring St.,B,M,N,21
04/07/2006,2006,35,1801 W. Wingohocking St.,B,F,N,18
04/07/2006,2006,04,536 Moore St.,B,M,N,20
04/07/2006,2006,09,1600 Ridge Ave.,B,M,N,18
04/07/2006,2006,22,2500 N. Patton St.,B,M,N,20
04/07/2006,2006,35,6311 N. Lambert St.,B,M,N,21
04/07/2006,2006,39,331 W. School House La.,B,M,N,21
04/07/2006,2006,19,143 N. 60th St.,B,M,N,17
04/08/2006,2006,18,35 S. Redfield St.,B,M,N,23
04/08/2006,2006,08,2055 Riverside Drive,B,M,N,27
04/08/2006,2006,14,Germantown Ave.&Armat St.,B,M,N,28
04/09/2006,2006,26,1100 N. Orianna St.,B,M,N,19
04/09/2006,2006,18,648 S. 60th St.,A,M,N,63
04/09/2006,2006,24,2000 Tioga St.,B,M,N,20
04/10/2006,2006,02,608 Sanger St.,B,M,N,28
04/10/2006,2006,35,2000 Logan St.,B,M,N,30
04/11/2006,2006,09,1527 Ridge Ave.,B,M,N,38
04/11/2006,2006,17,24th & Oakford Sts.,B,M,N,18
04/12/2006,2006,02,977 Bridge St.,B,M,N,17
04/12/2006,2006,01,1825 S. 21st St.,B,M,N,17
04/13/2006,2006,07,10022 Ferndale St.,B,M,N,21
04/13/2006,2006,07,10022 Ferndale St.,B,M,N,18
04/13/2006,2006,07,10022 Ferndale St.,B,M,N,20
04/13/2006,2006,07,10022 Ferndale St.,B,M,N,17
04/13/2006,2006,39,2217 W. Estaugh St.,B,M,N,35
04/13/2006,2006,26,Cumberland & Reese Sts.,B,M,N,42
04/13/2006,2006,35,4748 N. Broad St.,B,M,N,25
04/13/2006,2006,22,2500 N. 11th St.,B,M,N,28
04/13/2006,2006,01,2322 Bailey Terrrace,B,M,N,23
04/13/2006,2006,22,2037 N. 11th St.,B,M,N,26
04/14/2006,2006,02,1020 Levick St.,B,M,N,45
04/14/2006,2006,39,2700 Clearfield St.,B,M,N,16
04/14/2006,2006,15,4600 Frankford Ave.,B,M,N,29
04/14/2006,2006,25,1314 W. Jerome St.,B,M,N,25
04/14/2006,2006,17,2300 Tasker St.,B,M,N,26
04/14/2006,2006,39,2700 N. 27th St.,B,M,N,23
04/14/2006,2006,04,1817 S. 5th St.,B,M,N,21
04/15/2006,2006,17,1517 S. 24th St.,B,M,N,16
04/15/2006,2006,22,2045 N. Judson St.,B,M,N,22
04/15/2006,2006,23,2421 CB Moore Ave.,B,M,N,28
04/15/2006,2006,04,2334 S. 6th St.,A,M,N,18
04/15/2006,2006,04,2334 S. 6th St.,A,M,N,15
04/15/2006,2006,17,2055 Mountain St.,B,M,N,19
04/15/2006,2006,25,2900 Camac St.,B,M,N,19
04/15/2006,2006,04,2334 S. 6th St.,A,M,N,25
04/15/2006,2006,25,"4700 ""D"" St.",B,M,N,18
04/15/2006,2006,12,925 S. Paxon St.,B,M,N,26
04/15/2006,2006,25,"4700 ""D"" St.",B,M,N,18
04/16/2006,2006,18,5310 Market St.,B,M,N,29
04/16/2006,2006,16,300 N. 28th St.,B,M,N,26
04/16/2006,2006,19,54th & Berks Sts.,B,M,N,21
04/17/2006,2006,22,1900 N. 22nd St.,B,M,N,23
04/17/2006,2006,15,1500 Church St.,B,M,N,18
04/17/2006,2006,22,2314 Edgley St.,B,M,N,23
04/18/2006,2006,25,3800 N. Marshall St.,B,M,N,18
04/18/2006,2006,14,301 E. Price St.,B,M,N,35
04/18/2006,2006,14,7200 Woolston Ave.,B,M,N,17
04/19/2006,2006,39,2723 Silver St.,B,M,N,19
04/19/2006,2006,12,2238 S. 72nd St.,B,F,N,43
04/19/2006,2006,12,1550 S. 53rd St.,B,M,N,23
04/19/2006,2006,12,53rd St. & Greenway Ave.,B,F,N,14
04/19/2006,2006,01,2200 Mcclellan St.,B,M,N,15
04/19/2006,2006,12,2240 Tate Place,B,M,N,24
04/19/2006,2006,12,5453 Springfield Ave.,B,M,N,33
04/19/2006,2006,15,2071 Granite St.,B,F,N,21
04/19/2006,2006,24,200 E. Mayfield St.,W,M,Y,29
04/19/2006,2006,19,5815 Arch St.,B,M,N,18
04/19/2006,2006,12,2238 S. 72nd St.,B,M,N,20
04/19/2006,2006,26,1319 N. 10th St.,B,M,N,19
04/19/2006,2006,19,23 N. 54th St.,B,M,N,23
04/20/2006,2006,06,615 N. 7th St.,B,M,N,22
04/20/2006,2006,19,6038 Kershaw St.,B,M,N,40
04/21/2006,2006,15,1903 Church St.,B,M,N,19
04/21/2006,2006,14,6100 Baynton St.,B,M,N,46
04/21/2006,2006,01,Norwood & Mckean Sts.,B,M,N,14
04/21/2006,2006,19,59th St. & Upland Way,W,M,N,28
04/21/2006,2006,01,Norwood & Mckean Sts.,B,M,N,14
04/21/2006,2006,25,100 E. Westmoreland St.,W,M,Y,23
04/22/2006,2006,25,2810 Germantown Ave.,B,M,N,67
04/22/2006,2006,04,1614 S. 5th St.,A,M,N,27
04/22/2006,2006,25,800 W. Cambria St.,B,M,N,20
04/22/2006,2006,39,5300 Morris St.,B,M,N,34
04/22/2006,2006,17,1415 S. 21st St.,B,M,N,31
04/22/2006,2006,17,1415 S. 21st St.,B,M,N,36
04/23/2006,2006,24,2912 Ella St.,B,M,N,16
04/23/2006,2006,16,4501 Laird St.,B,M,N,19
04/23/2006,2006,39,2800 Judson St.,B,M,N,47
04/23/2006,2006,25,"3200 ""B"" St.",W,M,Y,27
04/23/2006,2006,26,"2505 ""A"" St.",A,F,N,64
04/24/2006,2006,01,2206 S. Bonsall St.,B,M,N,20
04/24/2006,2006,12,5400 Willows Ave.,B,M,N,35
04/24/2006,2006,18,5600 Osage Ave.,B,M,N,20
04/24/2006,2006,18,54th & Chestnut Sts.,B,M,N,17
04/25/2006,2006,16,40th & Lancaster Ave.,B,M,N,19
04/25/2006,2006,01,1902 S. 23rd St.,B,M,N,34
04/26/2006,2006,03,612 Washington Ave.,W,M,Y,29
04/26/2006,2006,03,612 Washington Ave.,W,M,Y,21
04/26/2006,2006,35,6500 Woodstock St.,B,M,N,38
04/26/2006,2006,02,7600 Horrocks St.,B,M,N,18
04/26/2006,2006,03,612 Washington Ave.,W,M,Y,25
04/27/2006,2006,35,"6001 ""A"" St.",B,M,N,17
04/27/2006,2006,35,"6001 ""A"" St.",B,M,N,17
04/27/2006,2006,25,3108 Sheridan St.,B,M,N,33
04/27/2006,2006,25,2800 N. Front St.,W,M,Y,44
04/27/2006,2006,15,2126 Pratt St.,B,M,N,27
04/27/2006,2006,25,3301 N. Mutter St.,W,M,Y,38
04/27/2006,2006,15,4425 Oakland St.,B,M,N,25
04/27/2006,2006,12,6702 Woodland Ave.,B,M,Y,25
04/28/2006,2006,12,6058 Upland St.,B,M,N,19
04/28/2006,2006,12,6058 Upland St.,B,M,N,19
04/28/2006,2006,19,26 N. Frazier St.,B,M,N,45
04/28/2006,2006,19,100 N. Millick St.,B,M,N,34
04/28/2006,2006,35,5839 N. 6th St.,B,M,N,26
04/28/2006,2006,39,1700 W. Pacific St.,B,M,N,20
04/28/2006,2006,01,2321 Mifflin St.,B,M,N,42
04/28/2006,2006,39,1700 W.Pacific St.,B,M,N,27
04/29/2006,2006,23,2100 Master St.,W,M,N,28
04/29/2006,2006,22,2300 N. 25th St.,B,M,N,23
04/29/2006,2006,15,4309 Griscom St.,B,M,N,24
04/29/2006,2006,22,2448 N. Myrtlewood St.,B,M,N,21
04/29/2006,2006,22,2448 N. Myrtlewood St.,B,M,N,39
04/29/2006,2006,22,16th St. & Susquehanna Ave.,B,M,N,19
04/29/2006,2006,22,16th St. & Susquehanna Ave.,B,M,N,20
04/29/2006,2006,25,Rising Sun Ave. & Roos.Blvd.,W,M,Y,19
04/30/2006,2006,17,1505 S. 19th St.,B,M,N,15
05/01/2006,2006,19,519 N. 54th St.,B,M,N,24
05/01/2006,2006,39,3600 N. Bouvier St.,B,M,N,16
05/01/2006,2006,25,3401 N. Broad St.,B,M,N,16
05/01/2006,2006,25,3634 N. Marvine St.,B,M,N,20
05/01/2006,2006,16,4043 Lancaster Ave.,B,M,N,27
05/01/2006,2006,26,2458 Kensington Ave.,A,M,N,33
05/01/2006,2006,16,4043 Lancaster Ave.,B,M,Y,27
05/01/2006,2006,14,Price & Anderson Sts.,B,M,N,33
05/02/2006,2006,22,2416  W. Lehigh Ave.,B,M,N,50
05/02/2006,2006,16,1 N. Paxon St.,B,M,N,26
05/03/2006,2006,19,1614 N. 61st St.,B,M,N,19
05/03/2006,2006,19,47 N. 56th St.,B,M,N,21
05/03/2006,2006,12,5300 Upland St.,B,M,N,15
05/03/2006,2006,01,2721 Wolf St.,B,M,N,19
05/03/2006,2006,19,30 N.Frazier St.,B,M,N,23
05/03/2006,2006,18,200 S. Frazier St.,B,M,N,17
05/03/2006,2006,35,5100 N. Front St.,B,M,N,17
05/03/2006,2006,35,5100 N. Front St.,B,F,N,18
05/04/2006,2006,39,1802 W. Ontario St.,B,M,N,29
05/04/2006,2006,02,700 Harrison St.,B,M,N,19
05/04/2006,2006,39,1800 W. Ontatio St.,B,M,N,21
05/04/2006,2006,22,Gratz & York Sts.,B,M,N,41
05/04/2006,2006,26,2623 Emerald St.,W,M,Y,16
05/05/2006,2006,16,4285 Viola St.,B,M,N,33
05/05/2006,2006,19,1512 N. 61st St.,B,F,N,41
05/05/2006,2006,16,4285 Viola St.,B,M,N,32
05/05/2006,2006,22,2441 N. Stanley St.,B,M,N,36
05/06/2006,2006,12,5437 Angora Terrace,B,M,N,24
05/06/2006,2006,12,5437 Angora Terrace,B,M,N,19
05/06/2006,2006,02,1338 Passmore St.,B,M,N,16
05/06/2006,2006,19,5328 Westminister Ave.,B,M,N,21
05/06/2006,2006,15,4952 Hawthorne St.,W,M,Y,37
05/06/2006,2006,16,703 N. 39th St.,B,M,N,29
05/06/2006,2006,18,60th & Wharton Sts.,B,M,N,19
05/07/2006,2006,16,4002 W. Girard Ave.,B,M,N,25
05/07/2006,2006,16,3900 Wallace St.,B,M,Y,35
05/07/2006,2006,25,Camac & Venango Sts.,B,M,N,20
05/07/2006,2006,15,1666 Church St.,B,M,N,23
05/07/2006,2006,23,1000 N. 11th St.,B,M,N,20
05/07/2006,2006,26,100 W. Susquehanna Ave.,W,M,Y,42
05/08/2006,2006,15,Adams Ave. & Arrott St.,W,M,N,46
05/08/2006,2006,24,4020 Neilson St.,W,F,N,21
05/08/2006,2006,23,1700 N. Newkirk St.,B,M,N,20
05/08/2006,2006,16,623 N. 33rd St.,B,M,N,26
05/08/2006,2006,16,33rd & Wallace Sts.,B,M,N,15
05/09/2006,2006,35,336 E. Albanus St.,W,F,Y,17
05/09/2006,2006,35,336 E. Albanus St.,W,M,Y,17
05/09/2006,2006,23,2348 W. Nicholas St.,B,F,N,31
05/09/2006,2006,22,2200 N. 10th St.,B,M,N,25
05/09/2006,2006,22,2200 N. 10th St.,B,M,N,11
05/10/2006,2006,01,2101 McKean St.,B,M,N,23
05/10/2006,2006,23,1800 Oxford Ave.,B,M,N,29
05/10/2006,2006,25,3947 Reese St.,W,F,Y,26
05/10/2006,2006,15,Bridge & James Sts.,B,M,N,25
05/10/2006,2006,39,5300 Laurens St.,B,M,N,20
05/10/2006,2006,16,44th St. & Lancaster Ave.,B,M,N,18
05/10/2006,2006,14,Duval & Morton Sts.,B,M,N,21
05/10/2006,2006,12,2562 Shields St.,B,M,N,19
05/11/2006,2006,17,1129 S. 18th St.,B,M,N,19
05/11/2006,2006,15,5035 Homestead St.,B,M,N,18
05/11/2006,2006,01,1900 Mckean St.,W,M,N,57
05/12/2006,2006,17,2200 Watkins St.,B,M,N,18
05/12/2006,2006,19,5603 Arch St.,B,M,N,34
05/12/2006,2006,12,6100 Passyunk Ave.,B,M,N,19
05/12/2006,2006,22,2400 N. 31st St.,B,M,N,26
05/12/2006,2006,22,2022 N. 21st St.,B,M,N,21
05/12/2006,2006,15,5100 Tulip St.,B,M,N,20
05/13/2006,2006,04,623 Porter St.,B,M,N,21
05/13/2006,2006,12,5300 Springfield Ave.,B,M,N,29
05/13/2006,2006,35,4931 N. Warnock St.,B,F,N,30
05/13/2006,2006,22,1860 N. 28th St.,B,M,N,24
05/13/2006,2006,12,5900 Trinity St.,B,M,N,30
05/13/2006,2006,15,5300 Hawthorne St.,B,M,N,20
05/14/2006,2006,39,1400 Allegheny Ave.,B,M,N,26
05/14/2006,2006,12,1800 S. 60th St.,B,M,N,34
05/14/2006,2006,39,22 W. Indiana Ave.,B,M,N,35
05/14/2006,2006,22,2800 W. Berks St.,B,M,N,20
05/14/2006,2006,17,3300 Reed St.,B,M,N,14
05/14/2006,2006,14,5806 Stockton St.,B,F,N,19
05/15/2006,2006,22,2466 N. Cleveland St.,B,M,N,46
05/15/2006,2006,24,2933 Ruth St.,W,F,N,24
05/15/2006,2006,14,6834 Limekiln Pike,B,M,N,42
05/16/2006,2006,18,3700 Spruce St.,W,M,N,34
05/16/2006,2006,04,2901 S. Randolph St.,W,M,N,41
05/16/2006,2006,18,3700 Spruce St.,B,M,N,23
05/16/2006,2006,22,2468 N. Chadwick St.,B,M,N,41
05/16/2006,2006,25,"""F"" & Clearfield Sts.",B,M,N,25
05/16/2006,2006,14,6500 E. Wister St.,B,M,N,25
05/17/2006,2006,24,824 E. Willard St.,B,M,N,40
05/17/2006,2006,25,Marvine St.&Indiana Ave.,B,M,N,19
05/18/2006,2006,23,1200 N. 29th St.,B,M,N,22
05/18/2006,2006,22,2400 N. 18th St.,B,M,N,22
05/18/2006,2006,23,1700 N. 25th St.,B,M,N,19
05/18/2006,2006,12,2537 S. 63rd St.,B,M,N,23
05/18/2006,2006,23,1600 N. 24th St.,B,F,N,29
05/19/2006,2006,22,2600 N. Stanley St.,B,M,N,25
05/19/2006,2006,39,3840 N. 15th St.,B,M,N,22
05/19/2006,2006,22,2600 N. Stanley St.,B,M,N,14
05/19/2006,2006,22,2600 N. Stanley St.,B,M,N,15
05/19/2006,2006,19,5631 Lebanon Ave.,B,M,N,30
05/20/2006,2006,22,2569 N. Napa St.,B,M,N,32
05/20/2006,2006,16,4832 Aspen St.,B,M,N,20
05/20/2006,2006,39,3122 N. Bancroft St.,B,M,N,35
05/21/2006,2006,24,3612 Tulip St.,W,F,N,50
05/21/2006,2006,24,3612 Tulip St.,W,M,N,20
05/21/2006,2006,24,3612 Tulip St.,W,M,N,50
05/21/2006,2006,16,3216 Polwelton Ave.,B,M,N,22
05/21/2006,2006,22,30th & York Sts.,B,M,N,16
05/21/2006,2006,06,628 Franklin Pl.,B,F,N,42
05/21/2006,2006,06,628 Franklin Pl.,B,M,N,26
05/21/2006,2006,04,713 Jackson St.,W,M,N,32
05/21/2006,2006,14,5708 Germantown Ave.,B,M,N,26
05/21/2006,2006,16,5100 Arch St.,B,M,N,25
05/21/2006,2006,22,2900 Cumberland St.,B,M,N,19
05/21/2006,2006,39,2000 W. Indiana Ave.,B,M,N,21
05/21/2006,2006,22,2939 Westmont St.,B,M,N,20
05/22/2006,2006,04,718 Ritner St.,A,M,N,22
05/22/2006,2006,15,1601 Pratt St.,B,M,N,20
05/22/2006,2006,39,4200 Germantown Ave.,B,M,N,26
