CaseNumber,Date,Year,District,Location,LocationDir,LocationStreet,Age,Race,Sex,Hispanic,UCR,Weapon
M11075,3/11/2011,2011,19,67,N,63RD STREET,43,B,M,N,111,HANDGUN
M12294,11/13/2012,2012,15,2813,,BRIDGE ST,31,B,M,N,116,
M12139,5/24/2012,2012,15,6381,,DITMAN STREET,1,B,F,N,116,
M12140,5/24/2012,2012,15,6381,,DITMAN STREET,1,B,M,N,116,
M12114,5/1/2012,2012,35,500,W,TABOR STREET,33,B,M,N,116,AUTO
M12167,6/12/2012,2012,14,607,E,CHURCH LANE,67,B,M,N,116,BRICK
M12079,3/20/2012,2012,24,3057,,HARTVILLE STREE,1,B,M,Y,116,HANDS
M12187,7/2/2012,2012,09,1430,W,POPLAR STREET,41,B,F,N,116,HANDS
M12252,9/10/2012,2012,14,850,E,CHELTEN AVENUE,24,B,F,N,116,HANDS
M12269,10/5/2012,2012,03,1643,S,ORKNEY STREET,34,W,M,N,116,HANDS
M12098,4/12/2012,2012,25,4529,N,7TH STREET,1,W,M,Y,116,NARC
M12216,8/9/2012,2012,15,1623,,WOMRATH ST,1,W,M,Y,116,NARCOTIC
M12071,3/14/2012,2012,08,3419,,KIRKWOOD ROAD,82,W,M,N,116,NONE
M12171,6/15/2012,2012,05,312,,PARKER AVENUE,70,W,F,N,116,ROPE
M12198,7/23/2012,2012,12,8600,,BARTRAM AVENUE,20,B,F,N,116,SYRINGE
M12149,5/30/2012,2012,14,5100,,RUFE STREET,27,B,F,N,116,UNKNOWN
M12080,3/20/2012,2012,01,1819,S,22ND STREET,6,B,M,N,116,UNKNOWN
M12329,12/22/2012,2012,35,4938,N,CARLISLE STREET,69,B,M,N,115,BAT
M12218,8/11/2012,2012,24,2900,,EMERALD STREET,41,W,M,Y,115,CROWBAR
M12020,1/14/2012,2012,06,420,,CHESTNUT STREET,23,W,M,N,115,FIST/FEET
M12307,12/1/2012,2012,06,645,N,13TH STREET,5,B,M,N,115,FISTS/BELT
M12267,10/3/2012,2012,08,3609,,RHAWN STREET,54,W,F,N,115,HAND/FEET
M12074,3/16/2012,2012,35,6601,N,UBER STREET,44,A,M,N,115,HANDS/FEET
M12120,5/8/2012,2012,22,2251,N,GRATZ STREET,52,B,F,N,115,UNKNOWN
M12176,6/22/2012,2012,03,906,S,8TH STREET,30,W,M,N,115,UNKNOWN
M12183,6/26/2012,2012,02,5500,,NEWTOWN ROAD,21,B,M,Y,115,UNKNOWN
M12156,6/4/2012,2012,26,1915,E,DAUPHIN STREET,57,W,M,Y,114,KNIFE
M12009,1/10/2012,2012,03,1326,,DICKINSON STREE,50,B,F,N,114,KNIFE
M12010,1/10/2012,2012,03,1326,,DICKINSON STREE,78,W,M,N,114,KNIFE
M12003,1/1/2012,2012,03,2540,S,JESSUP STREET,77,W,M,N,114,KNIFE
M12032,1/26/2012,2012,19,5100,,WARREN STREET,24,B,M,N,114,KNIFE
M12036,2/3/2012,2012,16,5037,,ODGEN STREET,59,B,M,N,114,KNIFE
M12037,2/3/2012,2012,15,6236,,COTTAGE STREET,50,W,M,N,114,KNIFE
M12042,2/10/2012,2012,39,5000,,PORTICO STREET,30,W,M,N,114,KNIFE
M12057,3/3/2012,2012,22,921,N,12TH STREET,37,B,M,N,114,KNIFE
M12072,3/14/2012,2012,35,5517,N,FAIRHILL STREET,22,B,M,N,114,KNIFE
M12077,3/19/2012,2012,18,131,S,46TH STREET,19,B,M,N,114,KNIFE
M12082,3/24/2012,2012,17,700,S,19TH STREET,41,B,M,N,114,KNIFE
M12089,3/31/2012,2012,22,2343,W,SERGEANT STREET,46,B,M,N,114,KNIFE
M12102,4/15/2012,2012,25,1215,W,CAMBRIA STREET,50,B,F,N,114,KNIFE
M12109,4/28/2012,2012,03,429,,MCKEAN STREET,35,B,M,N,114,KNIFE
M12127,5/17/2012,2012,19,5653,,ARCH STREET,53,B,M,N,114,KNIFE
M12160,6/6/2012,2012,12,6200,,WOODLAND AVENUE,41,B,M,N,114,KNIFE
M12170,6/14/2012,2012,22,1225,W,TUCKER STREET,43,B,M,N,114,KNIFE
M12180,6/24/2012,2012,03,2201,S,8TH STREET,44,W,M,N,114,KNIFE
M12197,7/23/2012,2012,24,2921,,KIP STREET,37,W,M,Y,114,KNIFE
M12203,7/25/2012,2012,35,424,W,DUNCANNON STREE,19,B,M,N,114,KNIFE
M12247,9/8/2012,2012,24,801,E,ALLEGHENY AVEN,37,B,M,N,114,KNIFE
M12279,10/21/2012,2012,02,633,E,CARVER STREET,30,B,M,N,114,KNIFE
M12284,10/28/2012,2012,16,814,N,41ST STREET,31,B,M,N,114,KNIFE
M12323,12/13/2012,2012,39,1510,W,ALLEGHENY AVENU,23,B,M,N,114,KNIFE
M12066,3/11/2012,2012,24,3528,,I STREET,25,W,M,Y,113,SHOTGUN
M12205,7/26/2012,2012,16,884,N,47TH STREET,33,B,M,N,113,SHOTGUN
M12146,5/29/2012,2012,22,1732,,RIDGE AVENUE,19,B,M,N,111,HANDGUN
M12147,5/30/2012,2012,22,2213,N,GRATZ STREET,23,B,M,N,111,HANDGUN
M12148,5/30/2012,2012,16,3863,,HAVERFORD AVENU,33,B,M,N,111,HANDGUN
M12150,5/30/2012,2012,22,2500,N,NAPA STREET,22,B,M,N,111,HANDGUN
M12151,5/31/2012,2012,03,1716,S,5TH STREET,17,B,M,N,111,HANDGUN
M12152,6/1/2012,2012,12,7100,,ELMWOOD AVENUE,52,B,M,N,111,HANDGUN
M12153,6/1/2012,2012,35,5806,N,AMERICAN STREET,29,B,M,N,111,HANDGUN
M12154,6/3/2012,2012,14,5628,,CHEW AVENUE,45,B,M,N,111,HANDGUN
M12155,6/4/2012,2012,12,2005,,SIMPSON STREET,39,B,M,N,111,HANDGUN
M12293,11/10/2012,2012,24,2869,,JASPER,19,B,M,N,111,HANDGUN
M12295,11/14/2012,2012,12,5500,,PENTRIDGE,32,B,M,N,111,HANDGUN
M12296,11/14/2012,2012,03,1110,,MONTROSE ST,72,B,M,N,111,HANDGUN
M12297,11/16/2012,2012,12,6000,W,SPRINGFIELD,22,B,M,N,111,HANDGUN
M12298,11/17/2012,2012,16,4445,,HOLDEN ST,22,B,F,N,111,HANDGUN
M12299,11/19/2012,2012,24,3100,,F ST,31,B,M,N,111,HANDGUN
M12300,11/22/2012,2012,16,5105,,WESTMINISTER AV,33,B,M,N,111,HANDGUN
M12301,11/23/2012,2012,25,2701,N,BROAD STREET,28,B,M,N,111,HANDGUN
M12302,11/24/2012,2012,39,2012,,DENNIE STREET,25,B,F,N,111,HANDGUN
M12303,11/27/2012,2012,15,2035,,ORTHODOX STREET,46,B,M,N,111,HANDGUN
M12111,4/30/2012,2012,25,4510,N,LAWRENCE STREET,37,W,M,Y,111,HANDGUN
M12008,1/10/2012,2012,25,3500,N,HUTCHINSON STRE,33,W,M,Y,111,HANDGUN
M12011,1/10/2012,2012,24,1511,E,LUZERNE STREET,16,W,M,Y,111,HANDGUN
M12012,1/10/2012,2012,24,1511,E,LUZERNE STREET,14,W,M,Y,111,HANDGUN
M12013,1/11/2012,2012,01,1901,S,20TH STREET,20,B,M,N,111,HANDGUN
M12014,1/11/2012,2012,24,1511,E,LUZERNE STREET,14,W,M,Y,111,HANDGUN
M12016,1/12/2012,2012,24,2036,E,AUBURN STREET,22,W,M,Y,111,HANDGUN
M12017,1/12/2012,2012,39,3912,,ELSER STREET,17,B,M,N,111,HANDGUN
M12018,1/13/2012,2012,22,3122,,FONTAIN STREET,19,B,M,N,111,HANDGUN
M12019,1/14/2012,2012,35,654,W,ROCKLAND STREET,19,B,M,N,111,HANDGUN
M12001,1/1/2012,2012,35,5649,N,2ND STREET,31,W,F,Y,111,HANDGUN
M12002,1/1/2012,2012,35,5649,N,2ND STREET,34,W,M,Y,111,HANDGUN
M12004,1/1/2012,2012,15,4125,,ORCHARD STREET,48,W,M,N,111,HANDGUN
M12005,1/1/2012,2012,06,800,,CALLOWHILL STRE,23,B,M,N,111,HANDGUN
M12006,1/3/2012,2012,12,2548,S,MASSEY STREET,29,B,M,N,111,HANDGUN
M12007,1/9/2012,2012,12,1500,S,LINDENWOOD STRE,32,B,M,N,111,HANDGUN
M12021,1/17/2012,2012,24,3431,,H STREET,20,W,F,Y,111,HANDGUN
M12022,1/19/2012,2012,24,3000,,F STREET,19,B,M,N,111,HANDGUN
M12023,1/19/2012,2012,25,600,W,HUNTING PARK AV,28,B,M,N,111,HANDGUN
M12024,1/19/2012,2012,18,5700,,LOCUST STREET,32,B,M,N,111,HANDGUN
M12025,1/20/2012,2012,15,4832,,LONGSHORE AVENU,27,A,M,N,111,HANDGUN
M12026,1/23/2012,2012,25,3300,,MUTTER STREET,33,W,F,Y,111,HANDGUN
M12027,1/23/2012,2012,35,6300,N,21ST STREET,17,B,M,N,111,HANDGUN
M12028,1/24/2012,2012,39,5035,,TACOMA STREET,43,B,M,N,111,HANDGUN
M12029,1/25/2012,2012,35,4536,N,19TH STREET,40,B,F,N,111,HANDGUN
M12030,1/25/2012,2012,19,5632,,ARCH STREET,24,B,M,N,111,HANDGUN
M12031,1/25/2012,2012,15,2091,,BRIDGE STREET,32,B,M,N,111,HANDGUN
M12033,1/31/2012,2012,39,4500,,WAYNE AVENUE,26,B,F,N,111,HANDGUN
M12034,1/31/2012,2012,35,200,W,RUSCOMB STREET,40,A,M,N,111,HANDGUN
M12035,2/3/2012,2012,22,1903,N,ETTING STREET,31,B,M,N,111,HANDGUN
M12038,2/5/2012,2012,18,3944,,MARKET STREET,21,B,M,N,111,HANDGUN
M12039,2/6/2012,2012,14,5556,,BLAKEMORE STREE,29,B,M,N,111,HANDGUN
M12040,2/6/2012,2012,19,5501,,HUNTER STREET,24,B,M,N,111,HANDGUN
M12041,2/9/2012,2012,39,5215,,MARION STREET,23,B,M,N,111,HANDGUN
M12043,2/10/2012,2012,08,3526,,ARTHUR STREET,28,W,M,N,111,HANDGUN
M12044,2/11/2012,2012,14,7610,,OGONTZ AVENUE,30,B,M,N,111,HANDGUN
M12045,2/11/2012,2012,22,2431,W,MASTER STREET,27,B,M,N,111,HANDGUN
M12046,2/13/2012,2012,14,5800,,BAYNTON STREET,25,B,M,N,111,HANDGUN
M12047,2/13/2012,2012,24,1814,E,ORLEANS STREET,25,W,F,Y,111,HANDGUN
M12048,2/14/2012,2012,15,6531,,TORRESDALE AVEN,47,W,M,Y,111,HANDGUN
M12049,2/16/2012,2012,03,2327,S,MILDRED STREET,25,W,F,N,111,HANDGUN
M12050,2/21/2012,2012,24,3900,,PALMETTO STREET,46,W,M,Y,111,HANDGUN
M12051,2/22/2012,2012,19,6316,,CALLOWHILL STRE,21,B,M,N,111,HANDGUN
M12052,2/25/2012,2012,22,1828,N,20TH STREET,35,B,M,N,111,HANDGUN
M12053,2/27/2012,2012,03,2908,S,COLUMBUS BLVD,25,B,M,N,111,HANDGUN
M12054,2/27/2012,2012,09,1708,,WYLIE STREET,24,B,M,N,111,HANDGUN
M12055,2/29/2012,2012,19,2613,E,MIMI CIRCLE,36,B,M,N,111,HANDGUN
M12056,3/1/2012,2012,22,2200,N,CLEVELAND STRE,30,B,M,N,111,HANDGUN
M12058,3/3/2012,2012,39,2700,N,26TH STREET,53,W,M,N,111,HANDGUN
M12059,3/4/2012,2012,39,2700,N,28TH STREET,26,B,M,N,111,HANDGUN
M12061,3/5/2012,2012,22,3213,W,CECIL B MOORE A,35,B,M,N,111,HANDGUN
M12062,3/10/2012,2012,22,1625,W,SUSQUEHANNA AVE,46,B,M,N,111,HANDGUN
M12063,3/10/2012,2012,22,1625,W,SUSQUEHANNA AVE,39,B,M,N,111,HANDGUN
M12064,3/10/2012,2012,03,900,S,COLUMBUS BLVD,25,B,M,N,111,HANDGUN
M12065,3/10/2012,2012,02,6000,,RISING SUN AVEN,28,W,F,Y,111,HANDGUN
M12067,3/12/2012,2012,35,2100,,CONLYN STREET,43,B,M,N,111,HANDGUN
M12070,3/13/2012,2012,39,3547,N,21ST STREET,27,B,M,N,111,HANDGUN
M12073,3/14/2012,2012,22,2200,W,EDGELY STREET,28,B,M,N,111,HANDGUN
M12075,3/17/2012,2012,09,1806,,WYLIE STREET,29,B,M,N,111,HANDGUN
M12076,3/19/2012,2012,25,500,,SEDGLEY STREET,26,W,M,Y,111,HANDGUN
M12078,3/19/2012,2012,25,3100,N,2ND STREET,21,B,M,N,111,HANDGUN
M12081,3/22/2012,2012,19,5710,,WYNDALE AVENUE,56,B,F,N,111,HANDGUN
M12083,3/24/2012,2012,17,2700,,DICKINSON STREE,21,B,M,N,111,HANDGUN
M12084,3/24/2012,2012,19,315,N,64TH STREET,31,W,F,Y,111,HANDGUN
M12085,3/26/2012,2012,15,5760,,FRANKFORD AVENU,19,B,M,N,111,HANDGUN
M12086,3/28/2012,2012,39,2301,W,HUNTING PARK AV,28,B,M,N,111,HANDGUN
M12087,3/28/2012,2012,25,2807,N,9TH,36,B,M,N,111,HANDGUN
M12088,3/30/2012,2012,25,4515,N,8TH STREET,28,B,M,N,111,HANDGUN
M12090,3/31/2012,2012,18,5250,,DELANCEY STREET,24,B,M,N,111,HANDGUN
M12091,4/1/2012,2012,25,4519,N,3RD STREET,33,B,F,N,111,HANDGUN
M12092,4/1/2012,2012,18,6100,,MARKET STREET,28,B,M,N,111,HANDGUN
M12093,4/6/2012,2012,19,5231,,MARKET STREET,38,B,M,N,111,HANDGUN
M12094,4/6/2012,2012,19,5231,,MARKET STREET,43,B,F,N,111,HANDGUN
M12095,4/7/2012,2012,16,4000,,CEDAR GROVE DR,26,B,M,N,111,HANDGUN
M12096,4/11/2012,2012,12,1550,S,53RD STREET,22,B,M,N,111,HANDGUN
M12097,4/11/2012,2012,24,917,E,RUSSELL STREET,40,W,M,Y,111,HANDGUN
M12099,4/13/2012,2012,02,6451,,OXFORD AVENUE,22,B,M,N,111,HANDGUN
M12100,4/14/2012,2012,12,5932,,GREENWAY AVENUE,20,B,M,N,111,HANDGUN
M12101,4/14/2012,2012,35,1102,W,WYOMING AVENUE,18,B,M,N,111,HANDGUN
M12103,4/16/2012,2012,08,4200,,WOODHAVEN AVENU,41,W,M,Y,111,HANDGUN
M12104,4/17/2012,2012,12,5426,,FLORENCE AVE,22,B,M,N,111,HANDGUN
M12105,4/20/2012,2012,35,7011,N,15TH STREET,31,B,M,N,111,HANDGUN
M12106,4/20/2012,2012,17,1508,S,CORLIES STREET,45,B,F,N,111,HANDGUN
M12107,4/22/2012,2012,18,23,S,SALFORD STREET,45,B,M,N,111,HANDGUN
M12108,4/26/2012,2012,12,5440,,PENTRIDGE STREE,21,B,M,N,111,HANDGUN
M12110,4/28/2012,2012,24,2115,E,SOMERSET STREET,35,B,F,N,111,HANDGUN
M12112,4/30/2012,2012,16,635,N,44TH STREET,22,B,M,N,111,HANDGUN
M12113,5/1/2012,2012,25,1317,W,ERIE AVENUE,42,B,M,N,111,HANDGUN
M12115,5/3/2012,2012,19,6200,,CALLOWHILL STRE,16,B,M,N,111,HANDGUN
M12116,5/5/2012,2012,26,300,W,CUMBERLAND STRE,43,B,M,Y,111,HANDGUN
M12117,5/5/2012,2012,14,5600,,NELSON STREET,21,B,M,N,111,HANDGUN
M12118,5/6/2012,2012,26,2018,N,4TH STREET,23,B,M,N,111,HANDGUN
M12119,5/7/2012,2012,15,1900,,KINSEY STREET,18,B,M,N,111,HANDGUN
M12121,5/9/2012,2012,24,3658,,ARAMINGO AVENUE,40,W,M,Y,111,HANDGUN
M12122,5/9/2012,2012,12,6400,,ELMWOOD AVENUE,20,B,M,N,111,HANDGUN
M12123,5/12/2012,2012,25,730,,MAPLE LANE,22,W,F,Y,111,HANDGUN
M12124,5/14/2012,2012,25,800,W,LYCOMING STREET,19,B,M,N,111,HANDGUN
M12125,5/14/2012,2012,35,268,W,SPARKS STREET,21,B,M,N,111,HANDGUN
M12126,5/14/2012,2012,35,268,W,SPARKS STREET,21,B,F,N,111,HANDGUN
M12128,5/17/2012,2012,14,1100,E,MT AIRY AVENUE,31,B,F,N,111,HANDGUN
M12129,5/17/2012,2012,19,5400,,SHARSWOOD STREE,22,B,M,N,111,HANDGUN
M12130,5/18/2012,2012,22,1500,W,HUNTINGDON STRE,22,B,M,N,111,HANDGUN
M12131,5/19/2012,2012,26,507,W,CUMBERLAND STRE,33,B,M,N,111,HANDGUN
M12132,5/20/2012,2012,12,901,S,CONESTOGA STREE,22,B,M,N,111,HANDGUN
M12133,5/20/2012,2012,35,4600,N,SYDENHAM STREET,19,B,M,N,111,HANDGUN
M12134,5/20/2012,2012,15,1213,,ADAMS AVENUE,26,W,M,Y,111,HANDGUN
M12135,5/22/2012,2012,24,2912,,RORER STREET,20,B,M,N,111,HANDGUN
M12137,5/23/2012,2012,17,1400,S,ETTING STREET,24,B,M,N,111,HANDGUN
M12136,5/23/2012,2012,35,578,,GENEVA STREET,20,B,M,N,111,HANDGUN
M12138,5/24/2012,2012,08,3302,,FAIRDALE ROAD,57,W,F,N,111,handgun
M12141,5/26/2012,2012,12,5655,,WILLOWS STREET,44,B,M,N,111,HANDGUN
M12142,5/27/2012,2012,01,2251,S,HEMBERGER STREE,27,B,M,N,111,HANDGUN
M12143,5/28/2012,2012,35,4687,N,16TH STREET,41,B,M,N,111,HANDGUN
M12144,5/28/2012,2012,12,6400,,GLENMORE AVENUE,17,B,M,N,111,HANDGUN
M12145,5/29/2012,2012,39,3100,N,NAPA STREET,42,B,M,N,111,HANDGUN
M12157,6/5/2012,2012,22,2263,N,BOUVIER STREET,26,B,M,N,111,HANDGUN
M12158,6/5/2012,2012,01,2501,S,NEWKIRK STREET,44,B,M,N,111,HANDGUN
M12159,6/6/2012,2012,25,3400,N,MARSHALL STREET,26,B,M,N,111,HANDGUN
M12161,6/8/2012,2012,16,800,N,41ST STREET,81,B,M,N,111,HANDGUN
M12162,6/9/2012,2012,18,600,S,COBB CREEK PARK,28,B,M,N,111,HANDGUN
M12163,6/11/2012,2012,26,1050,,HANCOCK STREET,24,B,M,N,111,HANDGUN
M12164,6/11/2012,2012,14,44,W,POMONA STREET,27,B,M,N,111,HANDGUN
M12165,6/11/2012,2012,22,1018,W,CUMBERLAND STRE,23,B,M,N,111,HANDGUN
M12166,6/12/2012,2012,22,2239,N,COLORADO STREET,21,B,M,N,111,HANDGUN
M12168,6/12/2012,2012,15,4709,,GRISCOM STREET,22,B,M,N,111,HANDGUN
M12169,6/13/2012,2012,12,8400,,LINDBERGH BLVD,23,B,M,N,111,HANDGUN
M12172,6/16/2012,2012,06,300,N,2ND STREET,31,B,M,N,111,HANDGUN
M12173,6/16/2012,2012,17,1204,S,15TH STREET,31,B,M,N,111,HANDGUN
M12174,6/20/2012,2012,12,1618,S,FRAZIER STREET,20,B,F,N,111,HANDGUN
M12175,6/22/2012,2012,25,1100,W,VENANGO STREET,19,W,M,Y,111,HANDGUN
M12177,6/22/2012,2012,12,6601,,YOCUM STREET,79,W,M,N,111,HANDGUN
M12178,6/22/2012,2012,22,1350,N,10TH STREET,18,B,M,N,111,HANDGUN
M12179,6/24/2012,2012,16,620,N,38TH STREET,26,B,M,N,111,HANDGUN
M12181,6/24/2012,2012,39,3227,N,SPANGLER STREET,31,B,M,N,111,HANDGUN
M12182,6/24/2012,2012,16,4029,,MARKET STREET,25,B,M,N,111,HANDGUN
M12184,6/27/2012,2012,12,1100,S,RUBY STREET,41,B,M,N,111,HANDGUN
M12185,6/27/2012,2012,24,1842,E,TIOGA STREET,26,B,M,Y,111,HANDGUN
M12186,7/1/2012,2012,06,400,S,4TH STREET,32,W,M,N,111,HANDGUN
M12188,7/5/2012,2012,39,1400,W,GLENWOOD AVENUE,15,B,M,N,111,HANDGUN
M12189,7/6/2012,2012,22,2600,N,CORLIES STREET,26,B,M,N,111,HANDGUN
M12190,7/16/2012,2012,12,1800,S,CECIL STREET,21,B,M,N,111,HANDGUN
M12191,7/16/2012,2012,06,233,S,13TH STREET,30,B,M,N,111,HANDGUN
M12192,7/16/2012,2012,25,4900,,BINGHAM STREET,52,W,M,Y,111,HANDGUN
M12193,7/18/2012,2012,01,3600,,GATEWAY DRIVE,21,W,F,N,111,HANDGUN
M12194,7/20/2012,2012,12,1800,S,YEWDALL STREET,24,B,M,N,111,HANDGUN
M12195,7/21/2012,2012,14,825,E,WOODLAWN AVENUE,35,B,M,N,111,HANDGUN
M12196,7/22/2012,2012,35,5123,N,6TH STREET,22,A,M,N,111,HANDGUN
M12199,7/23/2012,2012,02,1000,,LEVICK STREET,24,W,M,Y,111,HANDGUN
M12200,7/24/2012,2012,35,6721,N,GRATZ STREET,43,B,M,N,111,HANDGUN
M12201,7/24/2012,2012,19,1357,,WESTBURY DRIVE,13,B,M,N,111,HANDGUN
M12202,7/24/2012,2012,19,1357,,WESTBURY DRIVE,17,B,M,N,111,HANDGUN
M12204,7/26/2012,2012,19,6650,,LEEDS STREET,18,B,M,N,111,HANDGUN
M12206,7/26/2012,2012,15,1924,,KINSEY STREET,20,B,M,N,111,HANDGUN
M12207,7/27/2012,2012,14,269,E,SHARPNACK ST,23,B,M,N,111,HANDGUN
M12208,7/31/2012,2012,14,970,E,WOODLAWN ST,36,B,M,N,111,HANDGUN
M12210,8/2/2012,2012,01,1906,S,23RD STREET,22,B,M,N,111,HANDGUN
M12209,8/1/2012,2012,17,1149,S,15TH STREET,58,B,M,N,111,HANDGUN
M12211,8/2/2012,2012,22,2600,W,HAGERT ST,29,B,M,N,111,HANDGUN
M12212,8/4/2012,2012,39,4200,,WAYNE AVENUE,46,B,F,N,111,HANDGUN
M12213,8/7/2012,2012,16,4128,,PARKSIDE AVE.,42,B,M,N,111,HANDGUN
M12214,8/8/2012,2012,12,1424,S,VODGES STREET,36,B,M,N,111,HANDGUN
M12215,8/8/2012,2012,12,1745,S,EDGEWOOD ST,52,B,M,N,111,HANDGUN
M12217,8/10/2012,2012,18,5248,,CHANCELLOR STRE,22,B,M,N,111,HANDGUN
M12219,8/13/2012,2012,14,1200,E,UPSAL STREET,21,B,M,N,111,HANDGUN
M12220,8/13/2012,2012,22,2230,W,LEHIGH AVENUE,63,B,M,N,111,HANDGUN
M12221,8/14/2012,2012,35,1208,W,ROCKLAND STREET,20,B,M,N,111,HANDGUN
M12222,8/14/2012,2012,19,5200,,PARKSIDE AVENUE,37,W,M,N,111,HANDGUN
M12223,8/15/2012,2012,39,3204,,AUTHORITY TERR,33,B,M,N,111,HANDGUN
M12224,8/17/2012,2012,22,2100,N,NATRONA STREET,33,B,M,N,111,HANDGUN
M12225,8/17/2012,2012,22,1534,N,29TH STREET,19,B,M,N,111,HANDGUN
M12226,8/17/2012,2012,39,62,W,ROCKLAND STREET,47,B,M,N,111,HANDGUN
M12227,8/18/2012,2012,19,4975,W,GIRARD AVENUE,22,B,M,N,111,HANDGUN
M12228,8/18/2012,2012,12,2200,S,63RD STREET,23,B,M,N,111,HANDGUN
M12229,8/18/2012,2012,22,2015,W,CECIL B MOORE,40,B,M,N,111,HANDGUN
M12230,8/19/2012,2012,02,1362,,WELLS STREET,19,B,M,N,111,HANDGUN
M12231,8/24/2012,2012,01,2220,,SNYDER AVENUE,29,B,M,Y,111,HANDGUN
M12232,8/26/2012,2012,35,4851,N,FRANKLIN STREET,20,B,M,N,111,HANDGUN
M12233,8/26/2012,2012,15,4711,,GRISCOM  STREET,32,B,F,N,111,HANDGUN
M12234,8/28/2012,2012,14,7448,,LIMEKILN PIKE,36,B,M,N,111,HANDGUN
M12235,8/29/2012,2012,35,5500,N,10TH STREET,18,B,M,N,111,HANDGUN
M12236,8/30/2012,2012,35,222,,LINTON STREET,19,B,M,N,111,HANDGUN
M12237,8/31/2012,2012,24,3200,,JASPER STREET,39,B,F,N,111,HANDGUN
M12238,9/1/2012,2012,24,306,E,SOMERSET STREET,21,B,M,N,111,HANDGUN
M12239,9/2/2012,2012,25,4820,N,MASCHER STREET,19,W,M,Y,111,HANDGUN
M12240,9/2/2012,2012,14,71,E,HORTTER STREET,32,B,M,N,111,HANDGUN
M12241,9/3/2012,2012,15,1100,,ADAMS AVENUE,27,B,M,N,111,HANDGUN
M12242,9/4/2012,2012,03,623,S,12TH STREET,24,B,M,N,111,HANDGUN
M12243,9/5/2012,2012,39,3219,N,15TH STREET,33,B,M,Y,111,HANDGUN
M12245,9/7/2012,2012,14,859,E,PRICE STREET,51,B,M,N,111,HANDGUN
M12246,9/8/2012,2012,14,1000,,HORTTER,17,B,M,N,111,HANDGUN
M12248,9/8/2012,2012,22,2537,,SARTAIN STREET,28,B,M,N,111,HANDGUN
M12249,9/8/2012,2012,01,2700,,VARE AVENUE,37,B,M,N,111,HANDGUN
M12250,9/9/2012,2012,17,1529,,FEDERAL STREET,22,B,M,N,111,HANDGUN
M12251,9/10/2012,2012,22,2200,,HUNTINGDON STRE,18,B,M,N,111,HANDGUN
M12253,9/10/2012,2012,15,4601,,HORROCKS STREET,24,B,M,N,111,HANDGUN
M12254,9/12/2012,2012,24,2800,N,WATER STREET,51,B,M,N,111,HANDGUN
M12255,9/13/2012,2012,39,4300,,GERMANTOWN AVEN,16,B,M,N,111,HANDGUN
M12256,9/17/2012,2012,17,1900,,FEDERAL STREET,16,B,M,N,111,HANDGUN
M12257,9/24/2012,2012,14,1910,,CHELTENHAM AVEN,29,B,M,N,111,HANDGUN
M12258,9/25/2012,2012,12,7373,,THEODORE STREET,31,B,F,Y,111,HANDGUN
M12259,9/26/2012,2012,18,500,S,COBBS CREEK PKY,23,B,M,N,111,HANDGUN
M12260,9/26/2012,2012,18,1204,S,MILLICK STREET,28,B,M,N,111,HANDGUN
M12261,9/29/2012,2012,15,5252,,SAUL STREET,52,W,M,Y,111,HANDGUN
M12262,9/30/2012,2012,22,3200,,ARIZONA STREET,23,B,M,N,111,HANDGUN
M12263,10/1/2012,2012,22,1720,N,HOLLYWOOD STREE,19,B,M,N,111,HANDGUN
M12264,10/1/2012,2012,22,1300,N,25TH STREET,50,B,M,N,111,HANDGUN
M12265,10/1/2012,2012,22,2251,W,STEWART STREET,25,B,M,N,111,HANDGUN
M12266,10/3/2012,2012,15,7519,,BROUS AVENUE,25,B,M,N,111,HANDGUN
M12268,10/5/2012,2012,18,6110,,MARKET STREET,20,B,M,N,111,HANDGUN
M12270,10/7/2012,2012,06,711,N,3RD STREET,65,B,F,N,111,HANDGUN
M12271,10/15/2012,2012,17,1348,S,33RD STREET,36,B,M,N,111,HANDGUN
M12272,10/16/2012,2012,03,1814,S,JUNIPER STREET,21,W,M,N,111,HANDGUN
M12273,10/16/2012,2012,25,410,E,ROCKLAND STREET,39,B,M,N,111,HANDGUN
M12274,10/17/2012,2012,25,400,W,CAMBRIA STREET,29,W,M,Y,111,HANDGUN
M12275,10/18/2012,2012,18,5400,,LUDLOW STREET,21,A,M,N,111,HANDGUN
M12276,10/18/2012,2012,22,1716,N,24TH STREET,26,B,M,N,111,HANDGUN
M12277,10/20/2012,2012,19,1501,N,54TH STREET,26,B,M,N,111,HANDGUN
M12278,10/20/2012,2012,01,1921,,MIFFLIN STREET,40,B,M,N,111,HANDGUN
M12280,10/23/2012,2012,35,5028,N,MARVINE STREET,21,B,M,N,111,HANDGUN
M12281,10/25/2012,2012,25,514,W,CORNWALL STREET,32,W,M,N,111,HANDGUN
M12282,10/27/2012,2012,35,2126,,CHELTEN AVENUE,23,B,M,N,111,HANDGUN
M12283,10/27/2012,2012,15,7809,,FRANKFORD AVENU,28,W,M,N,111,HANDGUN
M12285,10/29/2012,2012,25,800,W,GLENWOOD AVENUE,34,B,M,N,111,HANDGUN
M12286,10/30/2012,2012,19,1737,,ABERDEEN STREET,19,B,F,N,111,HANDGUN
M12287,10/31/2012,2012,12,5900,,ELMWOOD AVENUE,21,B,M,N,111,HANDGUN
